Fecha-Hora Descarga,Fecha cotización,Imagen,Estado,Empresa,Nemónico,Sector,Segmento,Moneda,Anterior,Fecha Anterior,Apertura,Última,Variación,Compra,Venta,Número Acciones,Número Operaciones,Monto Negocio
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Serv. Generales Saturno,SATURNC1,DIVERSAS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/flecha_verde-b.gif,Al alza,Southern Copper Corp.,SCCO,MINERAS,RV3,US$,55.99,11/04/2018,56.14,56.13,0.25, ,58.00,"1,381",4,"77,469"
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Scotiabank Perú,SCOTIAC1,BANCOS Y FINANCIERAS,RV1,S/,35.80,10/04/2018, , , , ,35.80, , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,iSh$ShortDtionCorpBondUcitsETF,SDIA, ,RV3,US$, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,SEAL,SEALDC1,SERVICIOS PUBLICOS,RV2,S/,0.117,15/09/2015, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Secrex,SECREXC1,SEGUROS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Sedapal,SEDAPBC1,SERVICIOS PUBLICOS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Seguros Sura,SGSURAC1,SEGUROS,RV2,S/,2.18,02/11/2017, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,SHOUGESA,SHOUGEC1,SERVICIOS PUBLICOS,RV2,S/,0.87,16/02/2017, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Shougang Hierro Perú,SHPC1,MINERAS,RV2,S/,5.30,12/01/2018, , , ,5.30, , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,iSh 1-3 Year Treasury Bond ETF,SHY, ,RV3,US$,83.11,07/03/2018, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,SIAM en Liquidación,SIAMI1,INDUSTRIALES,RV2,S/,0.60,19/12/2016, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/flecha_roja-b.gif,A la baja,SIDERPERU,SIDERC1,INDUSTRIALES,RV1,S/,0.56,11/04/2018,0.56,0.55,-1.79,0.54,0.55,"145,000",9,"80,300"
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Global X Silver Miners ETF,SIL, ,RV3,US$,37.44,12/04/2017, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Sintuco,SINTUC1,AGRARIO,RV1,S/,4.50,19/03/2018, , , ,4.00, , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,SPDR Barclay 0-5Y Hgh Yld Bond,SJNK, ,RV3,US$,47.71,23/01/2018, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,iShares Silver Trust,SLV, ,RV3,US$,15.40,08/02/2018, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Sierra Metals Inc.,SMT,MINERAS,RV3,US$,2.52,16/03/2018, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Textil San Cristobal,SNCRISC1,INDUSTRIALES,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,San Jacinto,SNJACIC1,AGRARIO,RV2,S/,4.40,31/01/2018, , , , ,4.40, , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Cervecería San Juan,SNJUANC1,INDUSTRIALES,RV1,S/,28.76,10/04/2018, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Cervecería San Juan,SNJUANI1,INDUSTRIALES,RV2,S/,28.51,06/04/2018,28.51,28.51,0.00,28.51, ,226,1,"6,443"
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Solución EAH,SOLUCIC1,DIVERSAS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,SPCC - Suc. Perú,SPCCPI1,MINERAS,RV1,S/,32.95,27/03/2018, , , , ,32.95, , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,SPCC - Suc. Perú,SPCCPI2,MINERAS,RV2,S/,32.73,09/11/2017, , , , ,32.50, , , 
15-04-2018 15:15,12/04/2018,/images/flecha_verde-b.gif,Al alza,Standard & Poors DR Trust S I,SPY, ,RV3,US$,265.87,10/04/2018,264.30,266.40,0.20, , ,962,4,"255,428"
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Supermercados Peruanos,SUPERC1,DIVERSAS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Termochilca,TCHILAC1,SERVICIOS PUBLICOS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Termochilca,TCHILBC1,SERVICIOS PUBLICOS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Termochilca,TCHILCC1,SERVICIOS PUBLICOS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Termochilca,TCHILDC1,SERVICIOS PUBLICOS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Termochilca,TCHILEC1,SERVICIOS PUBLICOS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/flecha_roja-b.gif,A la baja,"Telefónica, S.A.",TEF,SERVICIOS PUBLICOS,RV3,US$,10.01,11/04/2018,9.87,9.87,-1.40, ,9.87,188,1,"1,856"
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Telecable Sig. 21,TELCAAC1,SERVICIOS PUBLICOS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Telecable Sig. 21,TELCABC1,SERVICIOS PUBLICOS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/flecha_verde-b.gif,Al alza,Telefónica del Perú,TELEFBC1,SERVICIOS PUBLICOS,RV1,S/,1.40,11/04/2018,1.40,1.43,2.14,1.32,1.45,"19,233",3,"27,097"
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Telefónica del Perú,TELEFCC1,SERVICIOS PUBLICOS,RV2,S/,1.75,27/10/2017, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,iShares TIPS Bond ETF,TIP, ,RV3,US$,112.53,27/03/2018, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Tinka Resources,TK,MINERAS,RV3,US$,0.350,04/04/2018, , , , ,0.420, , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,iSh 10-20 Year Treas Bond ETF,TLH, ,RV3,US$,129.70,06/03/2018, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Tradi,TRADIC1,DIVERSAS,RV2,S/,0.240,31/10/2016, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Transac. Financieras,TRANFIC1,DIVERSAS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,"Tesla, Inc.",TSLA, ,RV3,US$,306.98,11/04/2018, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Emp. Agroind. Tumán,TUMANC1,AGRARIO,RV2,S/,0.63,12/12/2017, , , ,0.410,0.60, , , 
15-04-2018 15:15,12/04/2018,/images/flecha_roja-b.gif,A la baja,Trevali Mining Corporatio,TV,MINERAS,RV3,US$,0.99,11/04/2018,0.96,0.96,-3.03,0.96,1.05,"367,500",47,"352,389"
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,"Twitter, Inc.",TWTR, ,RV3,US$, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/flecha_verde-b.gif,Al alza,UNACEM,UNACEMC1,INDUSTRIALES,RV1,S/,2.87,11/04/2018,2.87,2.90,1.05,2.89,2.90,"25,813",9,"74,527"
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Universal Textil,UNITEXC1,INDUSTRIALES,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Universal Textil,UNITEXI1,INDUSTRIALES,RV1,S/,0.130,16/03/2018, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,VISA INC,V, ,RV3,US$,120.00,11/04/2018, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Seguros de Vida Camara,VIDCAMC1,SEGUROS,RV2,S/,1.13,08/06/2017, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Volcan,VOLCAAC1,MINERAS,RV1,S/,3.59,11/04/2018,3.59,3.59,0.00, , ,"12,898",2,"46,304"
15-04-2018 15:15,12/04/2018,/images/flecha_roja-b.gif,A la baja,Volcan,VOLCABC1,MINERAS,RV1,S/,1.17,11/04/2018,1.16,1.15,-1.71,1.15,1.16,"1,920,012",68,"2,205,331"
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,VERIZON Communications Inc.,VZ, ,RV3,US$,55.65,18/07/2016, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Walmart Inc.,WMT, ,RV3,US$,97.88,29/11/2017, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Energy Sel Sec SPDR Fund,XLE, ,RV3,US$,68.35,27/03/2018, , , , , , , , 
